climber,ascent_date,suggested_grade,route,official_grade,parsed_dates,climbing_style,weight,date,year,official_grade_consistent
Mike Owen,9th Jun 1990,,The Bells! The Bells!,e7,09-06-1990,Lead,worked,1990-09-06,1990.0,7c+
Dougie Hall,Sep 1990,,The Bells! The Bells!,e7,19-09-1990,Lead,,1990-09-19,1990.0,7c+
Glenda Huxter,1996,,The Bells! The Bells!,e7,19-11-1996,Lead,onsight,1996-11-19,1996.0,7c+
George Ulrich,Sep 2009,,The Bells! The Bells!,e7,19-09-2009,Lead,onsight,2009-09-19,2009.0,7c+
Craig Parnaby,,,The Bells! The Bells!,e7,,Lead,onsight,,,7c+
James McHaffie,,,The Bells! The Bells!,e7,,Lead,onsight,,,7c+
Jimmy Webb,2014,8B+,The Multiverse,8b+,19-11-2014,Boulder,worked,2014-11-19,2014.0,8b+
Taylor McNeill,16th Oct 2022,8C,The Multiverse,8b+,16-10-2022,Boulder,worked,2022-10-16,2022.0,8b+
Daniel Woods,Nov 2022,8B+,The Multiverse,8b+,19-11-2022,Boulder,worked,2022-11-19,2022.0,8b+
Eric Jerome,9th Nov 2022,8B+,The Multiverse,8b+,09-11-2022,Boulder,worked,2022-09-11,2022.0,8b+
Austin Purdy,23rd Apr 2023,8B+,The Multiverse,8b+,23-04-2023,Boulder,worked,2023-04-23,2023.0,8b+
Tristan Chen,17th Jun 2023,8B+,The Multiverse,8b+,17-06-2023,Boulder,worked,2023-06-17,2023.0,8b+
Ben Burkhalter,,8B+,The Multiverse,8b+,,Boulder,worked,,,8b+
Conor Wellman,,,The Multiverse,8b+,,Boulder,worked,,,8b+
Will Anglin,,,The Multiverse,8b+,,Boulder,worked,,,8b+
Jimmy Webb,11th Sep 2014,,The Reckoning,8b+,11-09-2014,Boulder,worked,2014-11-09,2014.0,8b+
Nicholas Milburn,8th Jun 2019,,The Reckoning,8b+,08-06-2019,Boulder,worked,2019-08-06,2019.0,8b+
Keenan Takahashi,20th Sep 2021,,The Reckoning,8b+,20-09-2021,Boulder,worked,2021-09-20,2021.0,8b+
Ethan Salvo,13th Sep 2022,,The Reckoning,8b+,13-09-2022,Boulder,worked,2022-09-13,2022.0,8b+
Matt Fultz,21st Sep 2024,,The Reckoning,8b+,21-09-2024,Boulder,worked,2024-09-21,2024.0,8b+
Daniel Woods,,,The Reckoning,8b+,,Boulder,worked,,,8b+
Jake Scharfman,,,The Reckoning,8b+,,Boulder,worked,,,8b+
Mike Foley,,,The Reckoning,8b+,,Boulder,worked,,,8b+
Marc Bourguignon,,,The Reckoning,8b+,,Boulder,worked,,,8b+
John Arran,1998,,The Zone,e9,19-11-1998,Lead,worked,1998-11-19,1998.0,8b
Chris Cubitt,2003,,The Zone,e9,19-11-2003,Lead,worked,2003-11-19,2003.0,8b
James Pearson,9th Nov 2003,,The Zone,e9,09-11-2003,Lead,worked,2003-09-11,2003.0,8b
Lucky Chance,2004,,The Zone,e9,19-11-2004,Solo,worked,2004-11-19,2004.0,8b
Oli Grounsell,11th Mar 2013,,The Zone,e9,11-03-2013,Lead,worked,2013-11-03,2013.0,8b
Nathan Lee,13th Nov 2013,,The Zone,e9,13-11-2013,Lead,worked,2013-11-13,2013.0,8b
Ethan Walker,3rd Dec 2013,,The Zone,e9,03-12-2013,Lead,worked,2013-03-12,2013.0,8b
Jim Pope,6th Dec 2023,,The Zone,e9,06-12-2023,Lead,worked,2023-06-12,2023.0,8b
Joseph Mullett,6th Dec 2023,,The Zone,e9,06-12-2023,Lead,worked,2023-06-12,2023.0,8b
Pete Gomersall,1989,,Urgent Action,8a+,19-11-1989,Lead,worked,1989-11-19,1989.0,8a+
Simon Nadin,30th Jun 1990,,Urgent Action,8a+,30-06-1990,Lead,onsight,1990-06-30,1990.0,8a+
Dougie Hall,Before 1st Jan 1991,,Urgent Action,8a+,,Lead,worked,,,8a+
Ian Vickers,1997,,Urgent Action,8a+,19-11-1997,Lead,flash,1997-11-19,1997.0,8a+
Jenny Woodward,2006,,Urgent Action,8a+,19-11-2006,Lead,worked,2006-11-19,2006.0,8a+
Chris Savage,4th Jun 2011,,Urgent Action,8a+,04-06-2011,Lead,flash,2011-04-06,2011.0,8a+
Molly Thompson-Smith,11th Jun 2021,,Urgent Action,8a+,11-06-2021,Lead,flash,2021-11-06,2021.0,8a+
Thea Cameron,23rd Sep 2021,,Urgent Action,8a+,23-09-2021,Lead,worked,2021-09-23,2021.0,8a+
Flo Tilley,12th Sep 2024,,Urgent Action,8a+,12-09-2024,Lead,worked,2024-12-09,2024.0,8a+
Daniel Woods,18th Sep 2012,,White Noise,8b+,18-09-2012,Boulder,worked,2012-09-18,2012.0,8b+
Matty Hong,Sep 2012,,White Noise,8b+,19-09-2012,Boulder,worked,2012-09-19,2012.0,8b+
Dave Graham,7th Oct 2012,,White Noise,8b+,07-10-2012,Boulder,worked,2012-07-10,2012.0,8b+
Paul Robinson,12th Nov 2013,,White Noise,8b+,12-11-2013,Boulder,worked,2013-12-11,2013.0,8b+
Griffin Whiteside,15th Apr 2018,8C,White Noise,8b+,15-04-2018,Boulder,worked,2018-04-15,2018.0,8b+
Sean Bailey,Sep 2020,,White Noise,8b+,19-09-2020,Boulder,worked,2020-09-19,2020.0,8b+
Drew Ruana,30th Sep 2020,,White Noise,8b+,30-09-2020,Boulder,worked,2020-09-30,2020.0,8b+
Jimmy Webb,8th Jul 2021,,White Noise,8b+,08-07-2021,Boulder,worked,2021-08-07,2021.0,8b+
Dylan Barks,15th Aug 2021,,White Noise,8b+,15-08-2021,Boulder,worked,2021-08-15,2021.0,8b+
Klem Loskot,Oct 1999,,Wrestling With An Alligator,8b,19-10-1999,Boulder,worked,1999-10-19,1999.0,8b
Markus Bock,26th Jan 2002,,Wrestling With An Alligator,8b,26-01-2002,Boulder,worked,2002-01-26,2002.0,8b
Jakob Schubert,Apr 2015,,Wrestling With An Alligator,8b,19-04-2015,Boulder,flash,2015-04-19,2015.0,8b
Michael Piccolruaz,4th Nov 2016,,Wrestling With An Alligator,8b,04-11-2016,Boulder,flash,2016-04-11,2016.0,8b
Stefan Scarperi,1st Mar 2020,,Wrestling With An Alligator,8b,01-03-2020,Boulder,flash,2020-01-03,2020.0,8b
Yannick Flohé,31st Oct 2021,,Wrestling With An Alligator,8b,31-10-2021,Boulder,flash,2021-10-31,2021.0,8b
Emilie Gerhardt,Mar 2022,,Wrestling With An Alligator,8b,19-03-2022,Boulder,worked,2022-03-19,2022.0,8b
Alex Megos,Oct 2023,,Wrestling With An Alligator,8b,19-10-2023,Boulder,flash,2023-10-19,2023.0,8b
Janja Garnbret,Nov 2024,,Wrestling With An Alligator,8b,19-11-2024,Boulder,worked,2024-11-19,2024.0,8b
Jonatan Flor,29th Jul 2019,,Ali Hulk (extension Total Sit Start),9b,29-07-2019,Lead,worked,2019-07-29,2019.0,9b
Jorge Díaz-Rullo,30th Jul 2019,,Ali Hulk (extension Total Sit Start),9b,30-07-2019,Lead,worked,2019-07-30,2019.0,9b
Laura Rogora,25th Jul 2020,,Ali Hulk (extension Total Sit Start),9b,25-07-2020,Lead,worked,2020-07-25,2020.0,9b
Dani Fuertes,20th Sep 2020,9b,Ali Hulk (extension Total Sit Start),9b,20-09-2020,Lead,worked,2020-09-20,2020.0,9b
Dave Graham,29th Sep 2020,,Ali Hulk (extension Total Sit Start),9b,29-09-2020,Lead,worked,2020-09-29,2020.0,9b
Gonzalo Larrocha,11th Nov 2022,9a+,Ali Hulk (extension Total Sit Start),9b,11-11-2022,Lead,worked,2022-11-11,2022.0,9b
Dani Moreno,13th May 2023,9a,Ali Hulk (extension Total Sit Start),9b,13-05-2023,Lead,worked,2023-05-13,2023.0,9b
Enrique Beltrán Blasco,9th Jul 2024,9a,Ali Hulk (extension Total Sit Start),9b,09-07-2024,Lead,worked,2024-09-07,2024.0,9b
John Gaskins,2000,8B/8B+,Anaesthesia,8a+,19-11-2000,Boulder,worked,2000-11-19,2000.0,8a+
Ian Vickers,2001,8A+,Anaesthesia,8a+,19-11-2001,Boulder,worked,2001-11-19,2001.0,8a+
Gareth Parry,20th Mar 2007,,Anaesthesia,8a+,20-03-2007,Boulder,worked,2007-03-20,2007.0,8a+
Nick Clement,May 2007,,Anaesthesia,8a+,19-05-2007,Boulder,worked,2007-05-19,2007.0,8a+
James Noble,25th Oct 2019,,Anaesthesia,8a+,25-10-2019,Boulder,worked,2019-10-25,2019.0,8a+
Ben Freeman,29th Jul 2020,,Anaesthesia,8a+,29-07-2020,Boulder,worked,2020-07-29,2020.0,8a+
Dan Turner,20th Jun 2021,,Anaesthesia,8a+,20-06-2021,Boulder,worked,2021-06-20,2021.0,8a+
Jack Palmieri,15th Oct 2021,,Anaesthesia,8a+,15-10-2021,Boulder,worked,2021-10-15,2021.0,8a+
Tokio Muroi,,,Asagimadara,8c,,Boulder,worked,,,8c
Toru  Nakajima,Mar 2014,,Asagimadara,8c,19-03-2014,Boulder,worked,2014-03-19,2014.0,8c
Toshi Takeuchi,18th Oct 2015,,Asagimadara,8c,18-10-2015,Boulder,worked,2015-10-18,2015.0,8c
Adam Ondra,16th Mar 2016,,Asagimadara,8c,16-03-2016,Boulder,worked,2016-03-16,2016.0,8c
Ryuichi Murai,15th Oct 2016,,Asagimadara,8c,15-10-2016,Boulder,worked,2016-10-15,2016.0,8c
Keenan Takahashi,5th Nov 2019,,Asagimadara,8c,05-11-2019,Boulder,worked,2019-05-11,2019.0,8c
Tomoa Narasaki,21st Oct 2021,,Asagimadara,8c,21-10-2021,Boulder,worked,2021-10-21,2021.0,8c
Lee Sungsu,28th Apr 2024,,Asagimadara,8c,28-04-2024,Boulder,worked,2024-04-28,2024.0,8c
Jorg Verhoeven,,,Aslan,8b+,,Boulder,worked,,,8b+
Andrew Rothner,,,Aslan,8b+,,Boulder,worked,,,8b+
Jimmy Webb,,,Aslan,8b+,,Boulder,worked,,,8b+
Daniel Woods,,,Aslan,8b+,,Boulder,worked,,,8b+
Dave Graham,,,Aslan,8b+,,Boulder,worked,,,8b+
Jon Cardwell,,,Aslan,8b+,,Boulder,worked,,,8b+
Tyler Landman,,,Aslan,8b+,,Boulder,worked,,,8b+
Carlo Traversi,,,Aslan,8b+,,Boulder,worked,,,8b+
Johnny Woodward,14th Feb 1982,,Beau Geste,e7,14-02-1982,Lead,worked,1982-02-14,1982.0,7c+
Johnny Dawes,Apr 1986,,Beau Geste,e7,19-04-1986,Lead,flash,1986-04-19,1986.0,7c+
Mark Leach,Between 1st May 1986 and 1st Jan 1987,,Beau Geste,e7,,Lead,flash,,,7c+
Siebe Vanhee,2021,,Beau Geste,e7,19-11-2021,Lead,flash,2021-11-19,2021.0,7c+
Simon Nadin,,,Beau Geste,e7,,Lead,flash,,,7c+
Mark Leach,,,Beau Geste,e7,,Lead,worked,,,7c+
Neil Bentley,,,Beau Geste,e7,,Lead,worked,,,7c+
Ed Hamer,,,Beau Geste,e7,,Lead,worked,,,7c+
Taylor Parsons,8th Nov 2013,8C (soft),Belly Of The Beast,8b,08-11-2013,Boulder,worked,2013-08-11,2013.0,8b
Stefano Ghisolfi,22nd Mar 2014,8B+ (soft),Belly Of The Beast,8b,22-03-2014,Boulder,worked,2014-03-22,2014.0,8b
Ethan Walker,10th Apr 2014,8B+,Belly Of The Beast,8b,10-04-2014,Boulder,worked,2014-10-04,2014.0,8b
Alex Barrows,5th Aug 2017,8B,Belly Of The Beast,8b,05-08-2017,Boulder,worked,2017-05-08,2017.0,8b
Mathew Wright,28th Apr 2019,,Belly Of The Beast,8b,28-04-2019,Boulder,worked,2019-04-28,2019.0,8b
Buster Martin,1st Nov 2020,,Belly Of The Beast,8b,01-11-2020,Boulder,worked,2020-01-11,2020.0,8b
Dave MacLeod,Dec 2022,,Belly Of The Beast,8b,19-12-2022,Boulder,worked,2022-12-19,2022.0,8b
Sam Prior,19th Apr 2023,8B,Belly Of The Beast,8b,19-04-2023,Boulder,worked,2023-04-19,2023.0,8b
Dave Graham,27th Nov 2008,,Big Paw,8b+,27-11-2008,Boulder,worked,2008-11-27,2008.0,8b+
Micky Page,16th Dec 2010,,Big Paw,8b+,16-12-2010,Boulder,worked,2010-12-16,2010.0,8b+
Adam Ondra,29th Nov 2011,8B+/8C,Big Paw,8b+,29-11-2011,Boulder,worked,2011-11-29,2011.0,8b+
Ned Feehally,28th Feb 2017,,Big Paw,8b+,28-02-2017,Boulder,worked,2017-02-28,2017.0,8b+
David Fitzgerald,5th Apr 2018,,Big Paw,8b+,05-04-2018,Boulder,worked,2018-05-04,2018.0,8b+
Eliot Stephens,13th Nov 2019,,Big Paw,8b+,13-11-2019,Boulder,worked,2019-11-13,2019.0,8b+
Nico Pelorson,13th Nov 2022,,Big Paw,8b+,13-11-2022,Boulder,worked,2022-11-13,2022.0,8b+
Will Bosi,Dec 2022,,Big Paw,8b+,19-12-2022,Boulder,worked,2022-12-19,2022.0,8b+
Andy Earl,24th Jun 2007,8B,Blood Sport,8a+,24-06-2007,Boulder,worked,2007-06-24,2007.0,8a+
Adam Watson,16th Nov 2009,,Blood Sport,8a+,16-11-2009,Boulder,worked,2009-11-16,2009.0,8a+
Dave Mason,5th Feb 2011,8A+ (soft),Blood Sport,8a+,05-02-2011,Boulder,worked,2011-05-02,2011.0,8a+
Dan Turner,5th Feb 2017,8B,Blood Sport,8a+,05-02-2017,Boulder,worked,2017-05-02,2017.0,8a+
Ben Freeman,10th Mar 2017,8B,Blood Sport,8a+,10-03-2017,Boulder,worked,2017-10-03,2017.0,8a+
Alex Moore,20th Mar 2018,,Blood Sport,8a+,20-03-2018,Boulder,worked,2018-03-20,2018.0,8a+
Michiel Nieuwenhuijsen,2nd Oct 2018,8A+,Blood Sport,8a+,02-10-2018,Boulder,worked,2018-02-10,2018.0,8a+
Orrin Coley,26th Feb 2022,8A+,Blood Sport,8a+,26-02-2022,Boulder,worked,2022-02-26,2022.0,8a+
Dave Graham,8th Dec 2004,,Boogalagga,8b,08-12-2004,Boulder,worked,2004-08-12,2004.0,8b
Ben Freeman,23rd Feb 2014,,Boogalagga,8b,23-02-2014,Boulder,worked,2014-02-23,2014.0,8b
Anna Stöhr,2015,,Boogalagga,8b,19-11-2015,Boulder,worked,2015-11-19,2015.0,8b
Dan Turner,29th Mar 2015,,Boogalagga,8b,29-03-2015,Boulder,worked,2015-03-29,2015.0,8b
Eliot Stephens,3rd Nov 2016,,Boogalagga,8b,03-11-2016,Boulder,worked,2016-03-11,2016.0,8b
James Squire,15th Feb 2017,,Boogalagga,8b,15-02-2017,Boulder,worked,2017-02-15,2017.0,8b
Dave Barrans,17th Oct 2021,,Boogalagga,8b,17-10-2021,Boulder,worked,2021-10-17,2021.0,8b
Sergii Topishko,17th Dec 2021,,Boogalagga,8b,17-12-2021,Boulder,flash,2021-12-17,2021.0,8b
Chris Sharma,2nd Jan 2016,,Catalan Witness The Fitness,8b+,02-01-2016,Boulder,worked,2016-02-01,2016.0,8b+
Ignacio Sánchez González,Feb 2016,,Catalan Witness The Fitness,8b+,19-02-2016,Boulder,worked,2016-02-19,2016.0,8b+
Alberto Rocasolano Jaudenes,3rd Feb 2016,,Catalan Witness The Fitness,8b+,03-02-2016,Boulder,worked,2016-03-02,2016.0,8b+
Martin Stráník,24th Dec 2016,,Catalan Witness The Fitness,8b+,24-12-2016,Boulder,worked,2016-12-24,2016.0,8b+
Jakob Schubert,13th Jan 2018,,Catalan Witness The Fitness,8b+,13-01-2018,Boulder,flash,2018-01-13,2018.0,8b+
Jorge Díaz-Rullo,2020,,Catalan Witness The Fitness,8b+,19-11-2020,Boulder,worked,2020-11-19,2020.0,8b+
Felipe Camargo,2021,,Catalan Witness The Fitness,8b+,19-11-2021,Boulder,worked,2021-11-19,2021.0,8b+
Dave MacLeod,,,Catalan Witness The Fitness,8b+,,Boulder,worked,,,8b+
Daniel Woods,3rd Sep 2020,8B+,Dicktopia,8b+,03-09-2020,Boulder,worked,2020-03-09,2020.0,8b+
Drew Ruana,7th Oct 2020,,Dicktopia,8b+,07-10-2020,Boulder,worked,2020-07-10,2020.0,8b+
Austin Purdy,25th Apr 2021,8B+,Dicktopia,8b+,25-04-2021,Boulder,worked,2021-04-25,2021.0,8b+
Gordon Anderson,9th Jun 2021,8B+,Dicktopia,8b+,09-06-2021,Boulder,worked,2021-09-06,2021.0,8b+
Tristan Chen,16th Nov 2021,8B+,Dicktopia,8b+,16-11-2021,Boulder,worked,2021-11-16,2021.0,8b+
Paul Robinson,14th Dec 2021,,Dicktopia,8b+,14-12-2021,Boulder,worked,2021-12-14,2021.0,8b+
Everett Sloane,17th Nov 2023,8B+,Dicktopia,8b+,17-11-2023,Boulder,worked,2023-11-17,2023.0,8b+
Bobby Taft-Pittman,,8B+,Dicktopia,8b+,,Boulder,worked,,,8b+
Jerry Moffatt,1993,,Dominator,8a+,19-11-1993,Boulder,worked,1993-11-19,1993.0,8a+
Fred Nicole,1995,,Dominator,8a+,19-11-1995,Boulder,worked,1995-11-19,1995.0,8a+
Tim Clifford,2001,,Dominator,8a+,19-11-2001,Boulder,worked,2001-11-19,2001.0,8a+
Ben Moon,Before 1st Jan 2001,,Dominator,8a+,,Boulder,worked,,,8a+
Carlo Traversi,2020,,Dominator,8a+,19-11-2020,Boulder,worked,2020-11-19,2020.0,8a+
