athlete,country,event,round,discipline,boulder,top,zone
Simon LORENZI,BEL,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Simon LORENZI,BEL,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,3,3
Simon LORENZI,BEL,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,3,1
Junzhe HU,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,3,3
Junzhe HU,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,3,2
Junzhe HU,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,2,1
Junzhe HU,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Junzhe HU,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Zach GALLA,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,1
Zach GALLA,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,2,1
Zach GALLA,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,1,1
Zach GALLA,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Zach GALLA,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,6
Ram LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,10,10
Ram LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,1
Ram LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Ram LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,6,4
Ram LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,1
Christopher COSSER,RSA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,3
Christopher COSSER,RSA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,2,1
Christopher COSSER,RSA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,4,4
Christopher COSSER,RSA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Christopher COSSER,RSA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,4
Charles BARRON,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,1,1
Charles BARRON,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,1
Charles BARRON,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Charles BARRON,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,1,1
Charles BARRON,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Joaquin URRUTIA,CHI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,8
Joaquin URRUTIA,CHI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,6
Joaquin URRUTIA,CHI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,1,1
Joaquin URRUTIA,CHI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,2,2
Joaquin URRUTIA,CHI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Pietro BIAGINI,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,1
Pietro BIAGINI,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,1,1
Pietro BIAGINI,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,2,1
Pietro BIAGINI,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Pietro BIAGINI,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Julien CLÉMENCE,SUI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,4
Julien CLÉMENCE,SUI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,
Julien CLÉMENCE,SUI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Julien CLÉMENCE,SUI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,1,1
Julien CLÉMENCE,SUI,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,3,1
Hugo HOYER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,1,1
Hugo HOYER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,2
Hugo HOYER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Hugo HOYER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,3,3
Hugo HOYER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Simon HIBBELER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,1,1
Simon HIBBELER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,2,2
Simon HIBBELER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Simon HIBBELER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Simon HIBBELER,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Jinwei YAO,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,2,2
Jinwei YAO,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,1,1
Jinwei YAO,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,4
Jinwei YAO,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,5
Jinwei YAO,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Geva LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,3,3
Geva LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,6
Geva LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Geva LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,2,1
Geva LEVIN,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Nicolò SARTIRANA,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,2
Nicolò SARTIRANA,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,1,1
Nicolò SARTIRANA,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,3,1
Nicolò SARTIRANA,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Nicolò SARTIRANA,ITA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Luke GOH WEN BIN,SGP,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,2,2
Luke GOH WEN BIN,SGP,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,4
Luke GOH WEN BIN,SGP,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Luke GOH WEN BIN,SGP,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,6,2
Luke GOH WEN BIN,SGP,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Lucas TRANDAFIR,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,1
Lucas TRANDAFIR,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,2,1
Lucas TRANDAFIR,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,3,1
Lucas TRANDAFIR,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Lucas TRANDAFIR,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Nimrod MARCUS,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,5
Nimrod MARCUS,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,1
Nimrod MARCUS,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,2
Nimrod MARCUS,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,2,2
Nimrod MARCUS,ISR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,3
Rodrigo IASI HANADA,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,1
Rodrigo IASI HANADA,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,3,1
Rodrigo IASI HANADA,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,
Rodrigo IASI HANADA,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,4
Rodrigo IASI HANADA,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Lasse VON FREIER,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,1
Lasse VON FREIER,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,1
Lasse VON FREIER,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Lasse VON FREIER,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,1
Lasse VON FREIER,GER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Nathan SATO,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,3
Nathan SATO,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,3
Nathan SATO,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,1,1
Nathan SATO,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,2
Nathan SATO,USA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Felipe HO FOGANHOLO,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,5
Felipe HO FOGANHOLO,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,
Felipe HO FOGANHOLO,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,3
Felipe HO FOGANHOLO,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,3
Felipe HO FOGANHOLO,BRA,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Thor VILLEGAS GARCÍA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,2
Thor VILLEGAS GARCÍA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,1
Thor VILLEGAS GARCÍA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,
Thor VILLEGAS GARCÍA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,4
Thor VILLEGAS GARCÍA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Jair Octavio MORENO MONTOYA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,5
Jair Octavio MORENO MONTOYA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,2
Jair Octavio MORENO MONTOYA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,
Jair Octavio MORENO MONTOYA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,
Jair Octavio MORENO MONTOYA,MEX,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Yongchen CHEN,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,
Yongchen CHEN,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,
Yongchen CHEN,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,1
Yongchen CHEN,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,8
Yongchen CHEN,CHN,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Kenu PUERTA WONG,PER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,
Kenu PUERTA WONG,PER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,
Kenu PUERTA WONG,PER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,
Kenu PUERTA WONG,PER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,5
Kenu PUERTA WONG,PER,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
William FLORES,PUR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,
William FLORES,PUR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,
William FLORES,PUR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,
William FLORES,PUR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,
William FLORES,PUR,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Tomas CHICAIZA DAVILA,ECU,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-1,,
Tomas CHICAIZA DAVILA,ECU,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-2,,
Tomas CHICAIZA DAVILA,ECU,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-3,,
Tomas CHICAIZA DAVILA,ECU,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-4,,
Tomas CHICAIZA DAVILA,ECU,IFSC World Cup Salt Lake City 2024,Qualification,Boulder • Men,IFSC World Cup Salt Lake City 2024-Qualification-5,,
Jakob SCHUBERT,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-1,4,1
Jakob SCHUBERT,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-2,2,1
Jakob SCHUBERT,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-3,1,1
Jakob SCHUBERT,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-4,,1
Jan-Luca POSCH,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-1,1,1
Jan-Luca POSCH,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-2,,3
Jan-Luca POSCH,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-3,,2
Jan-Luca POSCH,AUT,IFSC World Cup Salt Lake City 2024,Semi-final,Boulder • Men,IFSC World Cup Salt Lake City 2024-Semi-final-4,3,1
